pdf_page,column,raw_entry,entry,stage_bucket
143,left,delete**,delete,selective_required_new
143,left,delicate**,delicate,selective_required_new
143,left,delicious,delicious,compulsory_baseline
143,left,deliver*,deliver,required_new
143,left,demand**,demand,selective_required_new
143,left,demonstrate**,demonstrate,selective_required_new
143,left,dentist**,dentist,selective_required_new
143,left,deny**,deny,selective_required_new
143,left,department**,department,selective_required_new
143,left,departure**,departure,selective_required_new
143,left,depend,depend,compulsory_baseline
143,left,depress**,depress,selective_required_new
143,left,depth**,depth,selective_required_new
143,left,describe,describe,compulsory_baseline
143,left,description*,description,required_new
143,left,desert*,desert,required_new
143,left,deserve**,deserve,selective_required_new
143,left,design*,design,required_new
143,left,desire*,desire,required_new
143,left,desk,desk,compulsory_baseline
143,left,desperate**,desperate,selective_required_new
143,left,despite*,despite,required_new
143,left,dessert**,dessert,selective_required_new
143,left,destination*,destination,required_new
143,left,destroy*,destroy,required_new
143,left,detail*,detail,required_new
143,left,detect**,detect,selective_required_new
143,right,detective**,detective,selective_required_new
143,right,determine*,determine,required_new
143,right,develop,develop,compulsory_baseline
143,right,development,development,compulsory_baseline
143,right,device**,device,selective_required_new
143,right,devote**,devote,selective_required_new
143,right,diagram*,diagram,required_new
143,right,dialogue (dialog),dialogue (dialog),compulsory_baseline
143,right,diamond**,diamond,selective_required_new
143,right,diary,diary,compulsory_baseline
143,right,dictionary,dictionary,compulsory_baseline
143,right,die,die,compulsory_baseline
143,right,diet*,diet,required_new
143,right,differ**,differ,selective_required_new
143,right,difference,difference,compulsory_baseline
143,right,different,different,compulsory_baseline
143,right,difficult,difficult,compulsory_baseline
143,right,difficulty,difficulty,compulsory_baseline
143,right,dig,dig,compulsory_baseline
143,right,digest**,digest,selective_required_new
143,right,digital*,digital,required_new
143,right,dignity**,dignity,selective_required_new
143,right,dimension**,dimension,selective_required_new
143,right,dining,dining,compulsory_baseline
143,right,dinner,dinner,compulsory_baseline
143,right,dinosaur*,dinosaur,required_new
143,right,direct,direct,compulsory_baseline
143,right,direction,direction,compulsory_baseline
144,left,director,director,compulsory_baseline
144,left,directory **,directory ,selective_required_new
144,left,dirty,dirty,compulsory_baseline
144,left,disability**,disability,selective_required_new
144,left,disabled**,disabled,selective_required_new
144,left,disappear*,disappear,required_new
144,left,disappointed**,disappointed,selective_required_new
144,left,disaster*,disaster,required_new
144,left,discipline**,discipline,selective_required_new
144,left,discount**,discount,selective_required_new
144,left,discover,discover,compulsory_baseline
144,left,discovery,discovery,compulsory_baseline
144,left,discrimination**,discrimination,selective_required_new
144,left,discuss,discuss,compulsory_baseline
144,left,discussion,discussion,compulsory_baseline
144,left,disease*,disease,required_new
144,left,dish,dish,compulsory_baseline
144,left,disk (disc)**,disk (disc),selective_required_new
144,left,dismiss**,dismiss,selective_required_new
144,left,display**,display,selective_required_new
144,left,distance*,distance,required_new
144,left,distant**,distant,selective_required_new
144,left,distinct**,distinct,selective_required_new
144,left,distinguish**,distinguish,selective_required_new
144,left,distribution**,distribution,selective_required_new
144,left,district**,district,selective_required_new
144,left,disturb**,disturb,selective_required_new
144,left,dive**,dive,selective_required_new
144,right,diverse**,diverse,selective_required_new
144,right,divide,divide,compulsory_baseline
144,right,division**,division,selective_required_new
144,right,dizzy**,dizzy,selective_required_new
144,right,do,do,compulsory_baseline
144,right,doctor,doctor,compulsory_baseline
144,right,document*,document,required_new
144,right,dog,dog,compulsory_baseline
144,right,dollar,dollar,compulsory_baseline
144,right,dolphin*,dolphin,required_new
144,right,domain**,domain,selective_required_new
144,right,domestic**,domestic,selective_required_new
144,right,dominate**,dominate,selective_required_new
144,right,donate*,donate,required_new
144,right,door,door,compulsory_baseline
144,right,dormitory**,dormitory,selective_required_new
144,right,double,double,compulsory_baseline
144,right,doubt,doubt,compulsory_baseline
144,right,down,down,compulsory_baseline
144,right,download*,download,required_new
144,right,downstairs*,downstairs,required_new
144,right,downtown*,downtown,required_new
144,right,dozen**,dozen,selective_required_new
144,right,draft**,draft,selective_required_new
144,right,drag**,drag,selective_required_new
144,right,dragon*,dragon,required_new
144,right,drama**,drama,selective_required_new
144,right,dramatic**,dramatic,selective_required_new
145,left,draw,draw,compulsory_baseline
145,left,drawer**,drawer,selective_required_new
145,left,dream,dream,compulsory_baseline
145,left,dress,dress,compulsory_baseline
145,left,drill**,drill,selective_required_new
145,left,drink,drink,compulsory_baseline
145,left,drive,drive,compulsory_baseline
145,left,driver,driver,compulsory_baseline
145,left,drop,drop,compulsory_baseline
145,left,drought*,drought,required_new
145,left,drug**,drug,selective_required_new
145,left,dry,dry,compulsory_baseline
145,left,duck,duck,compulsory_baseline
145,left,due to*,due to,required_new
145,left,dumpling,dumpling,compulsory_baseline
145,left,duration**,duration,selective_required_new
145,left,during,during,compulsory_baseline
145,left,dust**,dust,selective_required_new
145,left,duty*,duty,required_new
145,left,dynamic**,dynamic,selective_required_new
145,left,dynasty**,dynasty,selective_required_new
145,left,each,each,compulsory_baseline
145,left,eager*,eager,required_new
145,left,eagle**,eagle,selective_required_new
145,left,ear,ear,compulsory_baseline
145,left,early,early,compulsory_baseline
145,right,earn*,earn,required_new
145,right,earth,earth,compulsory_baseline
145,right,earthquake,earthquake,compulsory_baseline
145,right,ease**,ease,selective_required_new
145,right,east,east,compulsory_baseline
145,right,eastern,eastern,compulsory_baseline
145,right,easy,easy,compulsory_baseline
145,right,eat,eat,compulsory_baseline
145,right,ecology**,ecology,selective_required_new
145,right,economic**,economic,selective_required_new
145,right,edge**,edge,selective_required_new
145,right,editor*,editor,required_new
145,right,education,education,compulsory_baseline
145,right,educator**,educator,selective_required_new
145,right,effect*,effect,required_new
145,right,efficient**,efficient,selective_required_new
145,right,effort*,effort,required_new
145,right,egg,egg,compulsory_baseline
145,right,eight,eight,compulsory_baseline
145,right,eighteen,eighteen,compulsory_baseline
145,right,eighth,eighth,compulsory_baseline
145,right,eighty,eighty,compulsory_baseline
145,right,either,either,compulsory_baseline
145,right,elder,elder,compulsory_baseline
145,right,elderly**,elderly,selective_required_new
145,right,election**,election,selective_required_new
145,right,electricity*,electricity,required_new
145,right,electronic,electronic,compulsory_baseline
146,left,elegant**,elegant,selective_required_new
146,left,element*,element,required_new
146,left,elephant,elephant,compulsory_baseline
146,left,eleven,eleven,compulsory_baseline
146,left,else,else,compulsory_baseline
146,left,elsewhere**,elsewhere,selective_required_new
146,left,email,email,compulsory_baseline
146,left,embarrassed**,embarrassed,selective_required_new
146,left,emerge**,emerge,selective_required_new
146,left,emergency**,emergency,selective_required_new
146,left,emotion**,emotion,selective_required_new
146,left,emperor**,emperor,selective_required_new
146,left,emphasis**,emphasis,selective_required_new
146,left,employ**,employ,selective_required_new
146,left,empty,empty,compulsory_baseline
146,left,enable*,enable,required_new
146,left,encounter**,encounter,selective_required_new
146,left,encourage,encourage,compulsory_baseline
146,left,end,end,compulsory_baseline
146,left,enemy,enemy,compulsory_baseline
146,left,energetic*,energetic,required_new
146,left,energy*,energy,required_new
146,left,engage**,engage,selective_required_new
146,left,engine*,engine,required_new
146,left,engineer,engineer,compulsory_baseline
146,left,England,England,compulsory_baseline
146,left,English,English,compulsory_baseline
146,left,enhance**,enhance,selective_required_new
146,right,enjoy,enjoy,compulsory_baseline
146,right,enormous**,enormous,selective_required_new
146,right,enough,enough,compulsory_baseline
146,right,ensure*,ensure,required_new
146,right,enter,enter,compulsory_baseline
146,right,enterprise**,enterprise,selective_required_new
146,right,entertainment**,entertainment,selective_required_new
146,right,enthusiastic**,enthusiastic,selective_required_new
146,right,entirely*,entirely,required_new
146,right,entitle**,entitle,selective_required_new
146,right,entrance*,entrance,required_new
146,right,entry**,entry,selective_required_new
146,right,envelope*,envelope,required_new
146,right,environment,environment,compulsory_baseline
146,right,envy**,envy,selective_required_new
146,right,episode**,episode,selective_required_new
146,right,equal*,equal,required_new
146,right,equator**,equator,selective_required_new
146,right,equipment*,equipment,required_new
146,right,era**,era,selective_required_new
146,right,eraser,eraser,compulsory_baseline
146,right,error*,error,required_new
146,right,erupt*,erupt,required_new
146,right,escape*,escape,required_new
146,right,especially,especially,compulsory_baseline
146,right,essay**,essay,selective_required_new
146,right,essential**,essential,selective_required_new
146,right,establish*,establish,required_new
147,left,estate**,estate,selective_required_new
147,left,estimate**,estimate,selective_required_new
147,left,Europe,Europe,compulsory_baseline
147,left,European,European,compulsory_baseline
147,left,evaluate**,evaluate,selective_required_new
147,left,eve*,eve,required_new
147,left,even,even,compulsory_baseline
147,left,evening,evening,compulsory_baseline
147,left,event*,event,required_new
147,left,eventually*,eventually,required_new
147,left,ever,ever,compulsory_baseline
147,left,every,every,compulsory_baseline
147,left,everybody,everybody,compulsory_baseline
147,left,everyday,everyday,compulsory_baseline
147,left,everyone,everyone,compulsory_baseline
147,left,everything,everything,compulsory_baseline
147,left,everywhere,everywhere,compulsory_baseline
147,left,evidence**,evidence,selective_required_new
147,left,exactly,exactly,compulsory_baseline
147,left,exam (examination),exam (examination),compulsory_baseline
147,left,examine**,examine,selective_required_new
147,left,example,example,compulsory_baseline
147,left,excellent,excellent,compulsory_baseline
147,left,except,except,compulsory_baseline
147,left,exceptional**,exceptional,selective_required_new
147,left,exchange*,exchange,required_new
147,left,excited,excited,compulsory_baseline
147,left,exciting,exciting,compulsory_baseline
147,right,excuse,excuse,compulsory_baseline
147,right,exercise,exercise,compulsory_baseline
147,right,exhibition**,exhibition,selective_required_new
147,right,exist*,exist,required_new
147,right,exit*,exit,required_new
147,right,expand**,expand,selective_required_new
147,right,expansion**,expansion,selective_required_new
147,right,expect,expect,compulsory_baseline
147,right,expectation**,expectation,selective_required_new
147,right,expense**,expense,selective_required_new
147,right,expensive,expensive,compulsory_baseline
147,right,experience,experience,compulsory_baseline
147,right,experiment*,experiment,required_new
147,right,expert*,expert,required_new
147,right,explain,explain,compulsory_baseline
147,right,explode**,explode,selective_required_new
147,right,explore*,explore,required_new
147,right,export*,export,required_new
147,right,expose**,expose,selective_required_new
147,right,exposure**,exposure,selective_required_new
147,right,express,express,compulsory_baseline
147,right,extend**,extend,selective_required_new
147,right,extension**,extension,selective_required_new
147,right,extent*,extent,required_new
147,right,external*,external,required_new
147,right,extinction*,extinction,required_new
147,right,extra*,extra,required_new
147,right,extraordinary**,extraordinary,selective_required_new
148,left,extremely*,extremely,required_new
148,left,eye,eye,compulsory_baseline
148,left,fabric**,fabric,selective_required_new
148,left,face,face,compulsory_baseline
148,left,facilitate**,facilitate,selective_required_new
148,left,facility*,facility,required_new
148,left,fact,fact,compulsory_baseline
148,left,factor*,factor,required_new
148,left,factory,factory,compulsory_baseline
148,left,fail,fail,compulsory_baseline
148,left,failure*,failure,required_new
148,left,fair,fair,compulsory_baseline
148,left,faith**,faith,selective_required_new
148,left,fall,fall,compulsory_baseline
148,left,false**,false,selective_required_new
148,left,familiar*,familiar,required_new
148,left,family,family,compulsory_baseline
148,left,famous,famous,compulsory_baseline
148,left,fan,fan,compulsory_baseline
148,left,fancy*,fancy,required_new
148,left,fantastic,fantastic,compulsory_baseline
148,left,fantasy**,fantasy,selective_required_new
148,left,far,far,compulsory_baseline
148,left,farm,farm,compulsory_baseline
148,left,farmer,farmer,compulsory_baseline
148,left,fashion**,fashion,selective_required_new
148,right,fast,fast,compulsory_baseline
148,right,fat,fat,compulsory_baseline
148,right,father (dad),father (dad),compulsory_baseline
148,right,fault**,fault,selective_required_new
148,right,favour (favor)**,favour (favor),selective_required_new
148,right,favourite (favorite),favourite (favorite),compulsory_baseline
148,right,fear,fear,compulsory_baseline
148,right,feature*,feature,required_new
148,right,February,February,compulsory_baseline
148,right,fee**,fee,selective_required_new
148,right,feed,feed,compulsory_baseline
148,right,feel,feel,compulsory_baseline
148,right,feeling,feeling,compulsory_baseline
148,right,fellow**,fellow,selective_required_new
148,right,female*,female,required_new
148,right,fence**,fence,selective_required_new
148,right,festival,festival,compulsory_baseline
148,right,fetch**,fetch,selective_required_new
148,right,fever,fever,compulsory_baseline
148,right,few,few,compulsory_baseline
148,right,fibre (fiber)**,fibre (fiber),selective_required_new
148,right,fiction**,fiction,selective_required_new
148,right,field,field,compulsory_baseline
148,right,fifteen,fifteen,compulsory_baseline
148,right,fifth,fifth,compulsory_baseline
148,right,fifty,fifty,compulsory_baseline
148,right,fight,fight,compulsory_baseline
148,right,figure*,figure,required_new
149,left,file*,file,required_new
149,left,fill,fill,compulsory_baseline
149,left,film,film,compulsory_baseline
149,left,finally,finally,compulsory_baseline
149,left,finance**,finance,selective_required_new
149,left,financial**,financial,selective_required_new
149,left,find,find,compulsory_baseline
149,left,finding**,finding,selective_required_new
149,left,fine,fine,compulsory_baseline
149,left,finger,finger,compulsory_baseline
149,left,finish,finish,compulsory_baseline
149,left,fire,fire,compulsory_baseline
149,left,firm**,firm,selective_required_new
149,left,first,first,compulsory_baseline
149,left,fish,fish,compulsory_baseline
149,left,fisherman,fisherman,compulsory_baseline
149,left,fist**,fist,selective_required_new
149,left,fit,fit,compulsory_baseline
149,left,five,five,compulsory_baseline
149,left,fix,fix,compulsory_baseline
149,left,flag,flag,compulsory_baseline
149,left,flash*,flash,required_new
149,left,flat*,flat,required_new
149,left,flavour (flavor)**,flavour (flavor),selective_required_new
149,left,flexible*,flexible,required_new
149,left,flight*,flight,required_new
149,left,flood*,flood,required_new
149,left,floor,floor,compulsory_baseline
149,right,flour**,flour,selective_required_new
149,right,flow**,flow,selective_required_new
149,right,flower,flower,compulsory_baseline
149,right,flu**,flu,selective_required_new
149,right,fluent**,fluent,selective_required_new
149,right,fly,fly,compulsory_baseline
149,right,focus*,focus,required_new
149,right,foggy**,foggy,selective_required_new
149,right,fold**,fold,selective_required_new
149,right,folk**,folk,selective_required_new
149,right,follow,follow,compulsory_baseline
149,right,fond**,fond,selective_required_new
149,right,food,food,compulsory_baseline
149,right,foot (pl. feet),foot (pl. feet),compulsory_baseline
149,right,football,football,compulsory_baseline
149,right,for,for,compulsory_baseline
149,right,force,force,compulsory_baseline
149,right,forecast**,forecast,selective_required_new
149,right,forehead**,forehead,selective_required_new
149,right,foreign,foreign,compulsory_baseline
149,right,forest,forest,compulsory_baseline
149,right,forever**,forever,selective_required_new
149,right,forget,forget,compulsory_baseline
149,right,forgive**,forgive,selective_required_new
149,right,fork,fork,compulsory_baseline
149,right,form,form,compulsory_baseline
149,right,formal*,formal,required_new
149,right,format**,format,selective_required_new
150,left,former*,former,required_new
150,left,fortunately*,fortunately,required_new
150,left,forty,forty,compulsory_baseline
150,left,forward*,forward,required_new
150,left,found**,found,selective_required_new
150,left,foundation**,foundation,selective_required_new
150,left,fountain**,fountain,selective_required_new
150,left,four,four,compulsory_baseline
150,left,fourteen,fourteen,compulsory_baseline
150,left,fourth,fourth,compulsory_baseline
150,left,fox**,fox,selective_required_new
150,left,France,France,compulsory_baseline
150,left,frank*,frank,required_new
150,left,free,free,compulsory_baseline
150,left,freedom**,freedom,selective_required_new
150,left,freeze**,freeze,selective_required_new
150,left,French,French,compulsory_baseline
150,left,frequency**,frequency,selective_required_new
150,left,frequently*,frequently,required_new
150,left,fresh,fresh,compulsory_baseline
150,left,friction**,friction,selective_required_new
150,left,Friday,Friday,compulsory_baseline
150,left,fridge (refrigerator),fridge (refrigerator),compulsory_baseline
150,left,friend,friend,compulsory_baseline
150,left,friendly,friendly,compulsory_baseline
150,left,friendship,friendship,compulsory_baseline
150,left,frightened*,frightened,required_new
150,left,frog**,frog,selective_required_new
150,right,from,from,compulsory_baseline
150,right,front,front,compulsory_baseline
150,right,frontier**,frontier,selective_required_new
150,right,frost**,frost,selective_required_new
150,right,fruit,fruit,compulsory_baseline
150,right,fry**,fry,selective_required_new
150,right,fuel**,fuel,selective_required_new
150,right,full,full,compulsory_baseline
150,right,fun,fun,compulsory_baseline
150,right,function*,function,required_new
150,right,fund*,fund,required_new
150,right,fundamental**,fundamental,selective_required_new
150,right,funny,funny,compulsory_baseline
150,right,furniture**,furniture,selective_required_new
150,right,further*,further,required_new
150,right,future,future,compulsory_baseline
150,right,gain**,gain,selective_required_new
150,right,gallery**,gallery,selective_required_new
150,right,game,game,compulsory_baseline
150,right,gap*,gap,required_new
150,right,garbage**,garbage,selective_required_new
150,right,garden,garden,compulsory_baseline
150,right,garlic**,garlic,selective_required_new
150,right,gas*,gas,required_new
150,right,gate,gate,compulsory_baseline
150,right,gather*,gather,required_new
151,left,gender**,gender,selective_required_new
151,left,general,general,compulsory_baseline
151,left,generate**,generate,selective_required_new
151,left,generation*,generation,required_new
151,left,generous*,generous,required_new
151,left,genius**,genius,selective_required_new
151,left,gentle**,gentle,selective_required_new
151,left,gentleman,gentleman,compulsory_baseline
151,left,genuine**,genuine,selective_required_new
151,left,geography,geography,compulsory_baseline
151,left,geometry**,geometry,selective_required_new
151,left,German,German,compulsory_baseline
151,left,Germany,Germany,compulsory_baseline
151,left,get,get,compulsory_baseline
151,left,gift,gift,compulsory_baseline
151,left,gifted**,gifted,selective_required_new
151,left,giraffe,giraffe,compulsory_baseline
151,left,girl,girl,compulsory_baseline
151,left,give,give,compulsory_baseline
151,left,glad,glad,compulsory_baseline
151,left,glass,glass,compulsory_baseline
151,left,global*,global,required_new
151,left,globe**,globe,selective_required_new
151,left,glove,glove,compulsory_baseline
151,left,glue,glue,compulsory_baseline
151,left,go,go,compulsory_baseline
151,left,goal*,goal,required_new
151,left,goat**,goat,selective_required_new
151,right,gold,gold,compulsory_baseline
151,right,golf**,golf,selective_required_new
151,right,good,good,compulsory_baseline
151,right,goodbye (bye),goodbye (bye),compulsory_baseline
151,right,goods*,goods,required_new
151,right,government,government,compulsory_baseline
151,right,grab**,grab,selective_required_new
151,right,grade,grade,compulsory_baseline
151,right,gradually**,gradually,selective_required_new
151,right,graduate*,graduate,required_new
151,right,grain**,grain,selective_required_new
151,right,grammar,grammar,compulsory_baseline
151,right,gramme (gram)**,gramme (gram),selective_required_new
151,right,grand**,grand,selective_required_new
151,right,granddaughter,granddaughter,compulsory_baseline
151,right,grandfather (grandpa),grandfather (grandpa),compulsory_baseline
151,right,grandmother (grandma),grandmother (grandma),compulsory_baseline
151,right,grandparent,grandparent,compulsory_baseline
151,right,grandson,grandson,compulsory_baseline
151,right,grape,grape,compulsory_baseline
151,right,grasp**,grasp,selective_required_new
151,right,grass,grass,compulsory_baseline
151,right,grateful**,grateful,selective_required_new
151,right,gravity**,gravity,selective_required_new
151,right,great,great,compulsory_baseline
151,right,greedy**,greedy,selective_required_new
151,right,green,green,compulsory_baseline
151,right,greenhouse*,greenhouse,required_new
152,left,greet**,greet,selective_required_new
152,left,grey,grey,compulsory_baseline
152,left,grocery**,grocery,selective_required_new
152,left,ground,ground,compulsory_baseline
152,left,group,group,compulsory_baseline
152,left,grow,grow,compulsory_baseline
152,left,guarantee**,guarantee,selective_required_new
152,left,guard,guard,compulsory_baseline
152,left,guess,guess,compulsory_baseline
152,left,guest,guest,compulsory_baseline
152,left,guidance**,guidance,selective_required_new
152,left,guide,guide,compulsory_baseline
152,left,guideline*,guideline,required_new
152,left,guilty**,guilty,selective_required_new
152,left,guitar,guitar,compulsory_baseline
152,left,gun,gun,compulsory_baseline
152,left,guy*,guy,required_new
152,left,gym*,gym,required_new
152,left,gymnastics*,gymnastics,required_new
152,left,habit,habit,compulsory_baseline
152,left,habitat**,habitat,selective_required_new
152,left,hair,hair,compulsory_baseline
152,left,half,half,compulsory_baseline
152,left,hall,hall,compulsory_baseline
152,left,ham**,ham,selective_required_new
152,left,hamburger,hamburger,compulsory_baseline
152,right,hand,hand,compulsory_baseline
152,right,handbag,handbag,compulsory_baseline
152,right,handkerchief**,handkerchief,selective_required_new
152,right,handle**,handle,selective_required_new
152,right,handsome,handsome,compulsory_baseline
152,right,handwriting**,handwriting,selective_required_new
152,right,hang,hang,compulsory_baseline
152,right,happen,happen,compulsory_baseline
152,right,happy,happy,compulsory_baseline
152,right,hard,hard,compulsory_baseline
152,right,hardly,hardly,compulsory_baseline
152,right,harm**,harm,selective_required_new
152,right,harmful,harmful,compulsory_baseline
152,right,harmonious**,harmonious,selective_required_new
152,right,harmony**,harmony,selective_required_new
152,right,harvest**,harvest,selective_required_new
152,right,hat,hat,compulsory_baseline
152,right,hatch**,hatch,selective_required_new
152,right,hate,hate,compulsory_baseline
152,right,have (has),have (has),compulsory_baseline
152,right,he,he,compulsory_baseline
152,right,head,head,compulsory_baseline
152,right,headache,headache,compulsory_baseline
152,right,health,health,compulsory_baseline
152,right,healthy,healthy,compulsory_baseline
152,right,hear,hear,compulsory_baseline
152,right,heart,heart,compulsory_baseline
152,right,heat,heat,compulsory_baseline
153,left,heavy,heavy,compulsory_baseline
153,left,height,height,compulsory_baseline
153,left,hello,hello,compulsory_baseline
153,left,help,help,compulsory_baseline
153,left,helpful,helpful,compulsory_baseline
153,left,hen,hen,compulsory_baseline
153,left,hence**,hence,selective_required_new
153,left,her,her,compulsory_baseline
153,left,herb**,herb,selective_required_new
153,left,here,here,compulsory_baseline
153,left,hero,hero,compulsory_baseline
153,left,hers,hers,compulsory_baseline
153,left,herself,herself,compulsory_baseline
153,left,hesitate*,hesitate,required_new
153,left,hi,hi,compulsory_baseline
153,left,hide,hide,compulsory_baseline
153,left,high,high,compulsory_baseline
153,left,highlight**,highlight,selective_required_new
153,left,hike**,hike,selective_required_new
153,left,hill,hill,compulsory_baseline
153,left,him,him,compulsory_baseline
153,left,himself,himself,compulsory_baseline
153,left,hire**,hire,selective_required_new
153,left,his,his,compulsory_baseline
153,left,historic**,historic,selective_required_new
153,left,history,history,compulsory_baseline
153,left,hit,hit,compulsory_baseline
153,left,hobby,hobby,compulsory_baseline
153,right,hold,hold,compulsory_baseline
153,right,hole,hole,compulsory_baseline
153,right,holiday,holiday,compulsory_baseline
153,right,home,home,compulsory_baseline
153,right,hometown,hometown,compulsory_baseline
153,right,homework,homework,compulsory_baseline
153,right,honest,honest,compulsory_baseline
153,right,honey*,honey,required_new
153,right,honour (honor)*,honour (honor),required_new
153,right,hope,hope,compulsory_baseline
153,right,horrible*,horrible,required_new
153,right,horse,horse,compulsory_baseline
153,right,hospital,hospital,compulsory_baseline
153,right,host*,host,required_new
153,right,hot,hot,compulsory_baseline
153,right,hotel,hotel,compulsory_baseline
153,right,hour,hour,compulsory_baseline
153,right,house,house,compulsory_baseline
153,right,household**,household,selective_required_new
153,right,housework,housework,compulsory_baseline
153,right,housing**,housing,selective_required_new
153,right,how,how,compulsory_baseline
153,right,however,however,compulsory_baseline
153,right,hug*,hug,required_new
153,right,huge,huge,compulsory_baseline
153,right,human,human,compulsory_baseline
153,right,humble**,humble,selective_required_new
153,right,humorous,humorous,compulsory_baseline
154,left,hundred,hundred,compulsory_baseline
154,left,hungry,hungry,compulsory_baseline
154,left,hunt**,hunt,selective_required_new
154,left,hurricane*,hurricane,required_new
154,left,hurry,hurry,compulsory_baseline
154,left,hurt,hurt,compulsory_baseline
154,left,husband,husband,compulsory_baseline
154,left,hydrogen**,hydrogen,selective_required_new
154,left,ice,ice,compulsory_baseline
154,left,ice-cream,ice-cream,compulsory_baseline
154,left,idea,idea,compulsory_baseline
154,left,ideal**,ideal,selective_required_new
154,left,identical**,identical,selective_required_new
154,left,identify**,identify,selective_required_new
154,left,identity*,identity,required_new
154,left,idiom**,idiom,selective_required_new
154,left,if,if,compulsory_baseline
154,left,ignore*,ignore,required_new
154,left,ill,ill,compulsory_baseline
154,left,illegal**,illegal,selective_required_new
154,left,illness,illness,compulsory_baseline
154,left,illustrate*,illustrate,required_new
154,left,image*,image,required_new
154,left,imagine,imagine,compulsory_baseline
154,left,immediately*,immediately,required_new
154,right,impact*,impact,required_new
154,right,imply**,imply,selective_required_new
154,right,import*,import,required_new
154,right,important,important,compulsory_baseline
154,right,impossible,impossible,compulsory_baseline
154,right,impress**,impress,selective_required_new
154,right,impression*,impression,required_new
154,right,improve*,improve,required_new
154,right,in,in,compulsory_baseline
154,right,inch**,inch,selective_required_new
154,right,incident**,incident,selective_required_new
154,right,include,include,compulsory_baseline
154,right,income*,income,required_new
154,right,increase,increase,compulsory_baseline
154,right,incredible**,incredible,selective_required_new
154,right,indeed*,indeed,required_new
154,right,independent*,independent,required_new
154,right,India,India,compulsory_baseline
154,right,Indian,Indian,compulsory_baseline
154,right,indicate*,indicate,required_new
154,right,individual*,individual,required_new
154,right,industry,industry,compulsory_baseline
154,right,infection**,infection,selective_required_new
154,right,infer**,infer,selective_required_new
154,right,influence,influence,compulsory_baseline
154,right,influential**,influential,selective_required_new
154,right,information,information,compulsory_baseline
154,right,initial**,initial,selective_required_new
155,left,initiative**,initiative,selective_required_new
155,left,injury**,injury,selective_required_new
155,left,inner**,inner,selective_required_new
155,left,innocent**,innocent,selective_required_new
155,left,innovation**,innovation,selective_required_new
155,left,input**,input,selective_required_new
155,left,inquire**,inquire,selective_required_new
155,left,insect*,insect,required_new
155,left,inside,inside,compulsory_baseline
155,left,insight**,insight,selective_required_new
155,left,insist**,insist,selective_required_new
155,left,inspection**,inspection,selective_required_new
155,left,inspire*,inspire,required_new
155,left,instance**,instance,selective_required_new
155,left,instant**,instant,selective_required_new
155,left,instead,instead,compulsory_baseline
155,left,institute**,institute,selective_required_new
155,left,institution**,institution,selective_required_new
155,left,instruction,instruction,compulsory_baseline
155,left,instrument,instrument,compulsory_baseline
155,left,insurance**,insurance,selective_required_new
155,left,integrate**,integrate,selective_required_new
155,left,integrity**,integrity,selective_required_new
155,left,intelligent*,intelligent,required_new
155,left,intend*,intend,required_new
155,left,intense**,intense,selective_required_new
155,left,intention**,intention,selective_required_new
155,left,interaction**,interaction,selective_required_new
155,right,interest,interest,compulsory_baseline
155,right,interesting,interesting,compulsory_baseline
155,right,internal**,internal,selective_required_new
155,right,international,international,compulsory_baseline
155,right,Internet,Internet,compulsory_baseline
155,right,interpret**,interpret,selective_required_new
155,right,interrupt**,interrupt,selective_required_new
155,right,intervention**,intervention,selective_required_new
155,right,interview,interview,compulsory_baseline
155,right,into,into,compulsory_baseline
155,right,introduce,introduce,compulsory_baseline
155,right,introduction,introduction,compulsory_baseline
155,right,invent,invent,compulsory_baseline
155,right,invention,invention,compulsory_baseline
155,right,investigate**,investigate,selective_required_new
155,right,investment**,investment,selective_required_new
155,right,invite,invite,compulsory_baseline
155,right,involve**,involve,selective_required_new
155,right,iron**,iron,selective_required_new
155,right,island,island,compulsory_baseline
155,right,issue*,issue,required_new
155,right,it,it,compulsory_baseline
155,right,item**,item,selective_required_new
155,right,its,its,compulsory_baseline
155,right,itself,itself,compulsory_baseline
155,right,jacket,jacket,compulsory_baseline
156,left,jam**,jam,selective_required_new
156,left,January,January,compulsory_baseline
156,left,Japan,Japan,compulsory_baseline
156,left,Japanese,Japanese,compulsory_baseline
156,left,jaw**,jaw,selective_required_new
156,left,jazz**,jazz,selective_required_new
156,left,jeans*,jeans,required_new
156,left,job,job,compulsory_baseline
156,left,jog*,jog,required_new
156,left,join,join,compulsory_baseline
156,left,joint**,joint,selective_required_new
156,left,joke,joke,compulsory_baseline
156,left,journal*,journal,required_new
156,left,journalist**,journalist,selective_required_new
156,left,journey,journey,compulsory_baseline
156,left,joy*,joy,required_new
156,left,judge*,judge,required_new
156,left,juice,juice,compulsory_baseline
156,left,July,July,compulsory_baseline
156,left,jump,jump,compulsory_baseline
156,left,June,June,compulsory_baseline
156,left,jungle**,jungle,selective_required_new
156,left,junior*,junior,required_new
156,left,just,just,compulsory_baseline
156,left,justice*,justice,required_new
156,left,justify**,justify,selective_required_new
156,right,kangaroo*,kangaroo,required_new
156,right,keep,keep,compulsory_baseline
156,right,kettle**,kettle,selective_required_new
156,right,key,key,compulsory_baseline
156,right,keyboard,keyboard,compulsory_baseline
156,right,kick,kick,compulsory_baseline
156,right,kid,kid,compulsory_baseline
156,right,kill,kill,compulsory_baseline
