pdf_page,column,raw_entry,entry,stage_bucket
156,right,"kilo (kilogramme,","kilo (kilogramme,",compulsory_baseline
156,right,kilogram),kilogram),compulsory_baseline
156,right,kilometre (kilometer),kilometre (kilometer),compulsory_baseline
156,right,kind,kind,compulsory_baseline
156,right,kindergarten**,kindergarten,selective_required_new
156,right,king,king,compulsory_baseline
156,right,kingdom**,kingdom,selective_required_new
156,right,kiss,kiss,compulsory_baseline
156,right,kit**,kit,selective_required_new
156,right,kitchen,kitchen,compulsory_baseline
156,right,kite,kite,compulsory_baseline
156,right,knee,knee,compulsory_baseline
156,right,knife,knife,compulsory_baseline
156,right,knock,knock,compulsory_baseline
156,right,know,know,compulsory_baseline
156,right,knowledge,knowledge,compulsory_baseline
157,left,lab (laboratory),lab (laboratory),compulsory_baseline
157,left,label**,label,selective_required_new
157,left,labour (labor)**,labour (labor),selective_required_new
157,left,lack**,lack,selective_required_new
157,left,lady,lady,compulsory_baseline
157,left,lake,lake,compulsory_baseline
157,left,lamb**,lamb,selective_required_new
157,left,lamp**,lamp,selective_required_new
157,left,land,land,compulsory_baseline
157,left,landscape**,landscape,selective_required_new
157,left,language,language,compulsory_baseline
157,left,lantern*,lantern,required_new
157,left,lap*,lap,required_new
157,left,laptop**,laptop,selective_required_new
157,left,large,large,compulsory_baseline
157,left,last,last,compulsory_baseline
157,left,late,late,compulsory_baseline
157,left,later,later,compulsory_baseline
157,left,laugh,laugh,compulsory_baseline
157,left,launch**,launch,selective_required_new
157,left,law,law,compulsory_baseline
157,left,lawyer**,lawyer,selective_required_new
157,left,lay,lay,compulsory_baseline
157,left,lazy,lazy,compulsory_baseline
157,left,lead,lead,compulsory_baseline
157,left,leader,leader,compulsory_baseline
157,right,leadership**,leadership,selective_required_new
157,right,leaf,leaf,compulsory_baseline
157,right,league**,league,selective_required_new
157,right,leak**,leak,selective_required_new
157,right,learn,learn,compulsory_baseline
157,right,least,least,compulsory_baseline
157,right,leather**,leather,selective_required_new
157,right,leave,leave,compulsory_baseline
157,right,lecture*,lecture,required_new
157,right,left,left,compulsory_baseline
157,right,leg,leg,compulsory_baseline
157,right,legal**,legal,selective_required_new
157,right,leisure**,leisure,selective_required_new
157,right,lemon,lemon,compulsory_baseline
157,right,lend,lend,compulsory_baseline
157,right,length*,length,required_new
157,right,less,less,compulsory_baseline
157,right,lesson,lesson,compulsory_baseline
157,right,let,let,compulsory_baseline
157,right,letter,letter,compulsory_baseline
157,right,level,level,compulsory_baseline
157,right,liberation**,liberation,selective_required_new
157,right,liberty**,liberty,selective_required_new
157,right,librarian**,librarian,selective_required_new
157,right,library,library,compulsory_baseline
157,right,license**,license,selective_required_new
157,right,lie,lie,compulsory_baseline
157,right,life,life,compulsory_baseline
158,left,lift,lift,compulsory_baseline
158,left,light,light,compulsory_baseline
158,left,like,like,compulsory_baseline
158,left,likely*,likely,required_new
158,left,limit**,limit,selective_required_new
158,left,limited*,limited,required_new
158,left,line,line,compulsory_baseline
158,left,link**,link,selective_required_new
158,left,lion,lion,compulsory_baseline
158,left,liquid**,liquid,selective_required_new
158,left,list,list,compulsory_baseline
158,left,listen,listen,compulsory_baseline
158,left,literally**,literally,selective_required_new
158,left,literary**,literary,selective_required_new
158,left,literature*,literature,required_new
158,left,litter,litter,compulsory_baseline
158,left,little,little,compulsory_baseline
158,left,live,live,compulsory_baseline
158,left,lively,lively,compulsory_baseline
158,left,living*,living,required_new
158,left,load**,load,selective_required_new
158,left,loan**,loan,selective_required_new
158,left,local,local,compulsory_baseline
158,left,location*,location,required_new
158,left,lock,lock,compulsory_baseline
158,left,log**,log,selective_required_new
158,left,logical**,logical,selective_required_new
158,left,London,London,compulsory_baseline
158,right,lonely,lonely,compulsory_baseline
158,right,long,long,compulsory_baseline
158,right,look,look,compulsory_baseline
158,right,loose**,loose,selective_required_new
158,right,lose,lose,compulsory_baseline
158,right,loss*,loss,required_new
158,right,lot,lot,compulsory_baseline
158,right,loud,loud,compulsory_baseline
158,right,love,love,compulsory_baseline
158,right,lovely,lovely,compulsory_baseline
158,right,low,low,compulsory_baseline
158,right,lower**,lower,selective_required_new
158,right,luck,luck,compulsory_baseline
158,right,lucky,lucky,compulsory_baseline
158,right,lunar**,lunar,selective_required_new
158,right,lunch,lunch,compulsory_baseline
158,right,lung**,lung,selective_required_new
158,right,luxury**,luxury,selective_required_new
158,right,machine,machine,compulsory_baseline
158,right,mad,mad,compulsory_baseline
158,right,madam**,madam,selective_required_new
158,right,magazine,magazine,compulsory_baseline
158,right,magic,magic,compulsory_baseline
158,right,mail**,mail,selective_required_new
158,right,main,main,compulsory_baseline
158,right,maintain*,maintain,required_new
159,left,major*,major,required_new
159,left,majority*,majority,required_new
159,left,make,make,compulsory_baseline
159,left,male*,male,required_new
159,left,man (pl. men),man (pl. men),compulsory_baseline
159,left,manage,manage,compulsory_baseline
159,left,manager,manager,compulsory_baseline
159,left,mankind**,mankind,selective_required_new
159,left,manner**,manner,selective_required_new
159,left,many,many,compulsory_baseline
159,left,map,map,compulsory_baseline
159,left,marathon**,marathon,selective_required_new
159,left,March,March,compulsory_baseline
159,left,march*,march,required_new
159,left,mark,mark,compulsory_baseline
159,left,market,market,compulsory_baseline
159,left,marriage*,marriage,required_new
159,left,marry,marry,compulsory_baseline
159,left,mass*,mass,required_new
159,left,massive**,massive,selective_required_new
159,left,master*,master,required_new
159,left,match,match,compulsory_baseline
159,left,material*,material,required_new
159,left,maths (mathematics),maths (mathematics),compulsory_baseline
159,left,matter,matter,compulsory_baseline
159,left,mature**,mature,selective_required_new
159,left,maximum**,maximum,selective_required_new
159,left,May,May,compulsory_baseline
159,right,may,may,compulsory_baseline
159,right,maybe,maybe,compulsory_baseline
159,right,me,me,compulsory_baseline
159,right,meal,meal,compulsory_baseline
159,right,mean,mean,compulsory_baseline
159,right,meaning,meaning,compulsory_baseline
159,right,means**,means,selective_required_new
159,right,measure*,measure,required_new
159,right,meat,meat,compulsory_baseline
159,right,mechanic**,mechanic,selective_required_new
159,right,medal*,medal,required_new
159,right,medical,medical,compulsory_baseline
159,right,medicine,medicine,compulsory_baseline
159,right,medium (pl. media)*,medium (pl. media),required_new
159,right,meet,meet,compulsory_baseline
159,right,meeting,meeting,compulsory_baseline
159,right,member,member,compulsory_baseline
159,right,membership**,membership,selective_required_new
159,right,memorial**,memorial,selective_required_new
159,right,memory*,memory,required_new
159,right,mental*,mental,required_new
159,right,mention,mention,compulsory_baseline
159,right,menu,menu,compulsory_baseline
159,right,mercy**,mercy,selective_required_new
159,right,merely**,merely,selective_required_new
159,right,merry*,merry,required_new
159,right,mess,mess,compulsory_baseline
159,right,message,message,compulsory_baseline
160,left,metal*,metal,required_new
160,left,method,method,compulsory_baseline
160,left,metre (meter),metre (meter),compulsory_baseline
160,left,microscope**,microscope,selective_required_new
160,left,middle,middle,compulsory_baseline
160,left,midnight*,midnight,required_new
160,left,might,might,compulsory_baseline
160,left,mild**,mild,selective_required_new
160,left,mile,mile,compulsory_baseline
160,left,military*,military,required_new
160,left,milk,milk,compulsory_baseline
160,left,millimetre (millimeter)**,millimetre (millimeter),selective_required_new
160,left,million**,million,selective_required_new
160,left,mind,mind,compulsory_baseline
160,left,mine,mine,compulsory_baseline
160,left,mineral**,mineral,selective_required_new
160,left,minimum**,minimum,selective_required_new
160,left,minister**,minister,selective_required_new
160,left,minor**,minor,selective_required_new
160,left,minority**,minority,selective_required_new
160,left,minute,minute,compulsory_baseline
160,left,mirror**,mirror,selective_required_new
160,left,Miss,Miss,compulsory_baseline
160,left,miss,miss,compulsory_baseline
160,left,missile**,missile,selective_required_new
160,left,missing,missing,compulsory_baseline
160,left,mission**,mission,selective_required_new
160,left,mist**,mist,selective_required_new
160,right,mistake,mistake,compulsory_baseline
160,right,mix,mix,compulsory_baseline
160,right,mixture**,mixture,selective_required_new
160,right,mobile phone,mobile phone,compulsory_baseline
160,right,mode**,mode,selective_required_new
160,right,model,model,compulsory_baseline
160,right,modern,modern,compulsory_baseline
160,right,moment*,moment,required_new
160,right,Monday,Monday,compulsory_baseline
160,right,money,money,compulsory_baseline
160,right,monitor**,monitor,selective_required_new
160,right,monkey,monkey,compulsory_baseline
160,right,month,month,compulsory_baseline
160,right,monthly**,monthly,selective_required_new
160,right,mood**,mood,selective_required_new
160,right,moon,moon,compulsory_baseline
160,right,moral**,moral,selective_required_new
160,right,more,more,compulsory_baseline
160,right,moreover*,moreover,required_new
160,right,morning,morning,compulsory_baseline
160,right,mosquito**,mosquito,selective_required_new
160,right,most,most,compulsory_baseline
160,right,mostly**,mostly,selective_required_new
160,right,mother (mum),mother (mum),compulsory_baseline
160,right,motion**,motion,selective_required_new
160,right,motivate**,motivate,selective_required_new
160,right,motive**,motive,selective_required_new
160,right,motor**,motor,selective_required_new
161,left,mount**,mount,selective_required_new
161,left,mountain,mountain,compulsory_baseline
161,left,mouse (pl. mice),mouse (pl. mice),compulsory_baseline
161,left,mouth,mouth,compulsory_baseline
161,left,move,move,compulsory_baseline
161,left,movement*,movement,required_new
161,left,movie,movie,compulsory_baseline
161,left,Mr,Mr,compulsory_baseline
161,left,Mrs,Mrs,compulsory_baseline
161,left,Ms,Ms,compulsory_baseline
161,left,much,much,compulsory_baseline
161,left,mud**,mud,selective_required_new
161,left,multiple**,multiple,selective_required_new
161,left,murder**,murder,selective_required_new
161,left,muscle**,muscle,selective_required_new
161,left,museum,museum,compulsory_baseline
161,left,mushroom**,mushroom,selective_required_new
161,left,music,music,compulsory_baseline
161,left,musician,musician,compulsory_baseline
161,left,must,must,compulsory_baseline
161,left,my,my,compulsory_baseline
161,left,myself,myself,compulsory_baseline
161,left,nail**,nail,selective_required_new
161,left,name,name,compulsory_baseline
161,left,narrow*,narrow,required_new
161,left,nation*,nation,required_new
161,right,national,national,compulsory_baseline
161,right,nationality*,nationality,required_new
161,right,native**,native,selective_required_new
161,right,natural,natural,compulsory_baseline
161,right,nature,nature,compulsory_baseline
161,right,navy**,navy,selective_required_new
161,right,near,near,compulsory_baseline
161,right,nearby*,nearby,required_new
161,right,nearly,nearly,compulsory_baseline
161,right,neat*,neat,required_new
161,right,necessary,necessary,compulsory_baseline
161,right,neck,neck,compulsory_baseline
161,right,need,need,compulsory_baseline
161,right,needle**,needle,selective_required_new
161,right,negative*,negative,required_new
161,right,negotiate**,negotiate,selective_required_new
161,right,neighbour (neighbor),neighbour (neighbor),compulsory_baseline
161,right,neighbourhood (neighborhood)**,neighbourhood (neighborhood),selective_required_new
161,right,neither,neither,compulsory_baseline
161,right,nephew**,nephew,selective_required_new
161,right,nervous,nervous,compulsory_baseline
161,right,nest**,nest,selective_required_new
161,right,net**,net,selective_required_new
161,right,network**,network,selective_required_new
161,right,never,never,compulsory_baseline
161,right,nevertheless**,nevertheless,selective_required_new
161,right,new,new,compulsory_baseline
161,right,news,news,compulsory_baseline
162,left,newspaper,newspaper,compulsory_baseline
162,left,next,next,compulsory_baseline
162,left,nice,nice,compulsory_baseline
162,left,niece**,niece,selective_required_new
162,left,night,night,compulsory_baseline
162,left,nine,nine,compulsory_baseline
162,left,nineteen,nineteen,compulsory_baseline
162,left,ninety,ninety,compulsory_baseline
162,left,ninth,ninth,compulsory_baseline
162,left,no,no,compulsory_baseline
162,left,noble**,noble,selective_required_new
162,left,nobody,nobody,compulsory_baseline
162,left,nod,nod,compulsory_baseline
162,left,noise,noise,compulsory_baseline
162,left,noisy,noisy,compulsory_baseline
162,left,none,none,compulsory_baseline
162,left,noodle,noodle,compulsory_baseline
162,left,noon,noon,compulsory_baseline
162,left,nor,nor,compulsory_baseline
162,left,normal*,normal,required_new
162,left,north,north,compulsory_baseline
162,left,northern,northern,compulsory_baseline
162,left,nose,nose,compulsory_baseline
162,left,not,not,compulsory_baseline
162,left,note,note,compulsory_baseline
162,left,notebook,notebook,compulsory_baseline
162,left,nothing,nothing,compulsory_baseline
162,left,notice,notice,compulsory_baseline
162,right,novel**,novel,selective_required_new
162,right,novelist**,novelist,selective_required_new
162,right,November,November,compulsory_baseline
162,right,now,now,compulsory_baseline
162,right,nowadays*,nowadays,required_new
162,right,nowhere*,nowhere,required_new
162,right,nuclear**,nuclear,selective_required_new
162,right,number,number,compulsory_baseline
162,right,nurse,nurse,compulsory_baseline
162,right,nut*,nut,required_new
162,right,nutrition**,nutrition,selective_required_new
162,right,object,object,compulsory_baseline
162,right,objective**,objective,selective_required_new
162,right,observe*,observe,required_new
162,right,obtain**,obtain,selective_required_new
162,right,obviously*,obviously,required_new
162,right,occasion*,occasion,required_new
162,right,occupation**,occupation,selective_required_new
162,right,occupy**,occupy,selective_required_new
162,right,occur*,occur,required_new
162,right,ocean*,ocean,required_new
162,right,o’clock,o’clock,compulsory_baseline
162,right,October,October,compulsory_baseline
162,right,odd*,odd,required_new
162,right,of,of,compulsory_baseline
162,right,off,off,compulsory_baseline
163,left,offer,offer,compulsory_baseline
163,left,office,office,compulsory_baseline
163,left,officer,officer,compulsory_baseline
163,left,official*,official,required_new
163,left,often,often,compulsory_baseline
163,left,oil,oil,compulsory_baseline
163,left,OK,OK,compulsory_baseline
163,left,old,old,compulsory_baseline
163,left,Olympics,Olympics,compulsory_baseline
163,left,on,on,compulsory_baseline
163,left,once,once,compulsory_baseline
163,left,one,one,compulsory_baseline
163,left,onion**,onion,selective_required_new
163,left,online,online,compulsory_baseline
163,left,only,only,compulsory_baseline
163,left,onto*,onto,required_new
163,left,open,open,compulsory_baseline
163,left,opera*,opera,required_new
163,left,operation*,operation,required_new
163,left,operator**,operator,selective_required_new
163,left,opinion*,opinion,required_new
163,left,opponent**,opponent,selective_required_new
163,left,opportunity*,opportunity,required_new
163,left,oppose**,oppose,selective_required_new
163,left,opposite,opposite,compulsory_baseline
163,left,optimistic**,optimistic,selective_required_new
163,left,option*,option,required_new
163,left,or,or,compulsory_baseline
163,right,orange,orange,compulsory_baseline
163,right,orbit**,orbit,selective_required_new
163,right,order,order,compulsory_baseline
163,right,ordinary*,ordinary,required_new
163,right,organ**,organ,selective_required_new
163,right,organic**,organic,selective_required_new
163,right,organisation (organization)*,organisation (organization),required_new
163,right,origin**,origin,selective_required_new
163,right,original*,original,required_new
163,right,other,other,compulsory_baseline
163,right,otherwise*,otherwise,required_new
163,right,ought to*,ought to,required_new
163,right,our,our,compulsory_baseline
163,right,ours,ours,compulsory_baseline
163,right,ourselves,ourselves,compulsory_baseline
163,right,out,out,compulsory_baseline
163,right,outcome**,outcome,selective_required_new
163,right,outgoing**,outgoing,selective_required_new
163,right,outline**,outline,selective_required_new
163,right,output**,output,selective_required_new
163,right,outside,outside,compulsory_baseline
163,right,outstanding**,outstanding,selective_required_new
163,right,over,over,compulsory_baseline
163,right,overall**,overall,selective_required_new
163,right,overcome**,overcome,selective_required_new
163,right,overseas*,overseas,required_new
163,right,owe**,owe,selective_required_new
163,right,own,own,compulsory_baseline
164,left,oxygen*,oxygen,required_new
164,left,pace**,pace,selective_required_new
164,left,Pacific,Pacific,compulsory_baseline
164,left,pack**,pack,selective_required_new
164,left,package*,package,required_new
164,left,page,page,compulsory_baseline
164,left,pain,pain,compulsory_baseline
164,left,paint,paint,compulsory_baseline
164,left,pair,pair,compulsory_baseline
164,left,palace,palace,compulsory_baseline
164,left,pale,pale,compulsory_baseline
164,left,pan**,pan,selective_required_new
164,left,pancake,pancake,compulsory_baseline
164,left,panda,panda,compulsory_baseline
164,left,panel**,panel,selective_required_new
164,left,panic**,panic,selective_required_new
164,left,paper,paper,compulsory_baseline
164,left,paragraph**,paragraph,selective_required_new
164,left,parcel**,parcel,selective_required_new
164,left,pardon,pardon,compulsory_baseline
164,left,parent,parent,compulsory_baseline
164,left,park,park,compulsory_baseline
164,left,parking**,parking,selective_required_new
164,left,part,part,compulsory_baseline
164,left,participate**,participate,selective_required_new
164,left,particular*,particular,required_new
164,right,partner*,partner,required_new
164,right,party,party,compulsory_baseline
164,right,pass,pass,compulsory_baseline
164,right,passage,passage,compulsory_baseline
164,right,passenger,passenger,compulsory_baseline
164,right,passion**,passion,selective_required_new
164,right,passive*,passive,required_new
164,right,passport,passport,compulsory_baseline
164,right,past,past,compulsory_baseline
164,right,patent**,patent,selective_required_new
164,right,path*,path,required_new
164,right,patience**,patience,selective_required_new
164,right,patient,patient,compulsory_baseline
164,right,pattern*,pattern,required_new
164,right,pay,pay,compulsory_baseline
164,right,PE (physical education),PE (physical education),compulsory_baseline
164,right,peace,peace,compulsory_baseline
164,right,peak**,peak,selective_required_new
164,right,pear,pear,compulsory_baseline
164,right,pen,pen,compulsory_baseline
164,right,pencil,pencil,compulsory_baseline
164,right,people,people,compulsory_baseline
164,right,pepper**,pepper,selective_required_new
164,right,per*,per,required_new
164,right,perceive**,perceive,selective_required_new
164,right,percent*,percent,required_new
164,right,percentage*,percentage,required_new
164,right,perfect,perfect,compulsory_baseline
165,left,performance*,performance,required_new
165,left,perhaps,perhaps,compulsory_baseline
165,left,period,period,compulsory_baseline
165,left,permanent**,permanent,selective_required_new
165,left,permit*,permit,required_new
165,left,person,person,compulsory_baseline
165,left,personal,personal,compulsory_baseline
165,left,personality*,personality,required_new
165,left,persuade**,persuade,selective_required_new
165,left,pessimistic**,pessimistic,selective_required_new
165,left,pet,pet,compulsory_baseline
165,left,petrol*,petrol,required_new
165,left,phase**,phase,selective_required_new
165,left,phenomenon**,phenomenon,selective_required_new
165,left,philosophy**,philosophy,selective_required_new
165,left,phone,phone,compulsory_baseline
165,left,photo (photograph),photo (photograph),compulsory_baseline
165,left,photographer**,photographer,selective_required_new
165,left,phrase**,phrase,selective_required_new
165,left,physician**,physician,selective_required_new
165,left,physics,physics,compulsory_baseline
165,left,piano*,piano,required_new
165,left,pick,pick,compulsory_baseline
165,left,picnic,picnic,compulsory_baseline
165,left,picture,picture,compulsory_baseline
165,left,pie,pie,compulsory_baseline
165,left,piece,piece,compulsory_baseline
165,left,pig,pig,compulsory_baseline
165,right,pill**,pill,selective_required_new
165,right,pilot,pilot,compulsory_baseline
165,right,pink,pink,compulsory_baseline
165,right,pioneer,pioneer,compulsory_baseline
165,right,pipe**,pipe,selective_required_new
165,right,pity,pity,compulsory_baseline
165,right,place,place,compulsory_baseline
165,right,plain**,plain,selective_required_new
165,right,plan,plan,compulsory_baseline
165,right,plane,plane,compulsory_baseline
165,right,planet,planet,compulsory_baseline
165,right,plant,plant,compulsory_baseline
165,right,plastic**,plastic,selective_required_new
165,right,plate*,plate,required_new
165,right,platform**,platform,selective_required_new
165,right,play,play,compulsory_baseline
165,right,player,player,compulsory_baseline
165,right,playground,playground,compulsory_baseline
165,right,pleasant**,pleasant,selective_required_new
165,right,please,please,compulsory_baseline
165,right,pleasure,pleasure,compulsory_baseline
165,right,plenty,plenty,compulsory_baseline
165,right,plot**,plot,selective_required_new
165,right,plug**,plug,selective_required_new
165,right,plus*,plus,required_new
165,right,p.m.*,p.m.,required_new
165,right,pocket,pocket,compulsory_baseline
165,right,poem,poem,compulsory_baseline
166,left,poet**,poet,selective_required_new
166,left,poetry*,poetry,required_new
166,left,point,point,compulsory_baseline
166,left,poison*,poison,required_new
166,left,polar**,polar,selective_required_new
166,left,pole*,pole,required_new
166,left,police,police,compulsory_baseline
166,left,policeman / policewoman,policeman / policewoman,compulsory_baseline
166,left,policy*,policy,required_new
166,left,polish**,polish,selective_required_new
166,left,polite,polite,compulsory_baseline
166,left,political**,political,selective_required_new
166,left,politician**,politician,selective_required_new
166,left,politics**,politics,selective_required_new
166,left,pollute,pollute,compulsory_baseline
166,left,pollution,pollution,compulsory_baseline
166,left,pond**,pond,selective_required_new
166,left,pool,pool,compulsory_baseline
166,left,poor,poor,compulsory_baseline
166,left,popular (pop),popular (pop),compulsory_baseline
166,left,population,population,compulsory_baseline
166,left,pork**,pork,selective_required_new
166,left,port*,port,required_new
166,left,pose**,pose,selective_required_new
166,left,position*,position,required_new
166,left,positive*,positive,required_new
166,left,possession**,possession,selective_required_new
166,left,possible,possible,compulsory_baseline
166,right,post,post,compulsory_baseline
166,right,postcard,postcard,compulsory_baseline
166,right,poster*,poster,required_new
166,right,postman,postman,compulsory_baseline
166,right,postpone*,postpone,required_new
166,right,pot**,pot,selective_required_new
166,right,potato,potato,compulsory_baseline
166,right,potential**,potential,selective_required_new
166,right,pound,pound,compulsory_baseline
166,right,pour**,pour,selective_required_new
166,right,power*,power,required_new
166,right,practical**,practical,selective_required_new
166,right,practice,practice,compulsory_baseline
166,right,praise,praise,compulsory_baseline
166,right,pray**,pray,selective_required_new
166,right,precious**,precious,selective_required_new
166,right,precisely**,precisely,selective_required_new
166,right,predict**,predict,selective_required_new
166,right,prefer*,prefer,required_new
166,right,preference**,preference,selective_required_new
166,right,prejudice**,prejudice,selective_required_new
166,right,premier**,premier,selective_required_new
166,right,prepare,prepare,compulsory_baseline
166,right,present,present,compulsory_baseline
166,right,presentation**,presentation,selective_required_new
166,right,preserve**,preserve,selective_required_new
166,right,president,president,compulsory_baseline
166,right,press*,press,required_new
167,left,pressure*,pressure,required_new
167,left,pretend**,pretend,selective_required_new
167,left,pretty,pretty,compulsory_baseline
167,left,prevent*,prevent,required_new
167,left,previous*,previous,required_new
167,left,price,price,compulsory_baseline
167,left,pride,pride,compulsory_baseline
167,left,primary,primary,compulsory_baseline
167,left,primitive**,primitive,selective_required_new
167,left,principle**,principle,selective_required_new
167,left,print,print,compulsory_baseline
167,left,prior**,prior,selective_required_new
167,left,priority**,priority,selective_required_new
167,left,prison**,prison,selective_required_new
167,left,private,private,compulsory_baseline
167,left,prize,prize,compulsory_baseline
167,left,probably,probably,compulsory_baseline
167,left,problem,problem,compulsory_baseline
167,left,procedure*,procedure,required_new
167,left,proceed**,proceed,selective_required_new
167,left,process*,process,required_new
167,left,produce,produce,compulsory_baseline
167,left,product,product,compulsory_baseline
167,left,profession**,profession,selective_required_new
167,left,professional*,professional,required_new
167,left,professor**,professor,selective_required_new
167,left,profile**,profile,selective_required_new
167,left,profit*,profit,required_new
167,right,programme (program),programme (program),compulsory_baseline
167,right,progress,progress,compulsory_baseline
167,right,prohibit**,prohibit,selective_required_new
167,right,project,project,compulsory_baseline
167,right,promise,promise,compulsory_baseline
167,right,promote**,promote,selective_required_new
167,right,pronounce,pronounce,compulsory_baseline
167,right,pronunciation,pronunciation,compulsory_baseline
167,right,proof**,proof,selective_required_new
167,right,proper,proper,compulsory_baseline
167,right,property**,property,selective_required_new
167,right,proposal*,proposal,required_new
167,right,prospect**,prospect,selective_required_new
167,right,protect,protect,compulsory_baseline
167,right,protein**,protein,selective_required_new
167,right,protest*,protest,required_new
167,right,proud,proud,compulsory_baseline
167,right,prove*,prove,required_new
167,right,provide,provide,compulsory_baseline
167,right,province*,province,required_new
167,right,psychology**,psychology,selective_required_new
167,right,pub**,pub,selective_required_new
167,right,public,public,compulsory_baseline
167,right,publish*,publish,required_new
167,right,pudding*,pudding,required_new
167,right,pull,pull,compulsory_baseline
167,right,punish,punish,compulsory_baseline
167,right,pupil,pupil,compulsory_baseline
168,left,purchase**,purchase,selective_required_new
168,left,pure**,pure,selective_required_new
168,left,purple,purple,compulsory_baseline
168,left,purpose,purpose,compulsory_baseline
168,left,purse**,purse,selective_required_new
168,left,pursue**,pursue,selective_required_new
168,left,push,push,compulsory_baseline
168,left,put,put,compulsory_baseline
168,left,qualification**,qualification,selective_required_new
168,left,qualify**,qualify,selective_required_new
168,left,quality*,quality,required_new
168,left,quantity**,quantity,selective_required_new
168,left,quarter,quarter,compulsory_baseline
168,left,queen,queen,compulsory_baseline
168,left,question,question,compulsory_baseline
168,left,quick,quick,compulsory_baseline
168,left,quiet,quiet,compulsory_baseline
168,left,quit*,quit,required_new
168,left,quite,quite,compulsory_baseline
168,left,quote**,quote,selective_required_new
168,left,rabbit,rabbit,compulsory_baseline
168,left,race,race,compulsory_baseline
168,left,racial**,racial,selective_required_new
168,left,radiation**,radiation,selective_required_new
168,right,radio,radio,compulsory_baseline
168,right,radium**,radium,selective_required_new
168,right,railway,railway,compulsory_baseline
168,right,rain,rain,compulsory_baseline
168,right,rainbow**,rainbow,selective_required_new
168,right,rainy,rainy,compulsory_baseline
168,right,raise,raise,compulsory_baseline
168,right,random**,random,selective_required_new
168,right,range*,range,required_new
168,right,rank**,rank,selective_required_new
168,right,rapid,rapid,compulsory_baseline
168,right,rare**,rare,selective_required_new
168,right,rate*,rate,required_new
168,right,rather*,rather,required_new
168,right,rating**,rating,selective_required_new
168,right,raw**,raw,selective_required_new
168,right,ray**,ray,selective_required_new
168,right,reach,reach,compulsory_baseline
168,right,react**,react,selective_required_new
168,right,reaction*,reaction,required_new
168,right,read,read,compulsory_baseline
168,right,ready,ready,compulsory_baseline
168,right,real,real,compulsory_baseline
168,right,realise (realize),realise (realize),compulsory_baseline
168,right,realistic**,realistic,selective_required_new
168,right,reality**,reality,selective_required_new
168,right,really,really,compulsory_baseline
168,right,reason,reason,compulsory_baseline
169,left,recall**,recall,selective_required_new
169,left,receipt**,receipt,selective_required_new
169,left,receive,receive,compulsory_baseline
169,left,recently,recently,compulsory_baseline
169,left,receptionist**,receptionist,selective_required_new
169,left,recipe**,recipe,selective_required_new
169,left,recite**,recite,selective_required_new
169,left,recognise (recognize)*,recognise (recognize),required_new
169,left,recognition**,recognition,selective_required_new
169,left,recommend*,recommend,required_new
169,left,record,record,compulsory_baseline
169,left,recording**,recording,selective_required_new
169,left,recover*,recover,required_new
169,left,recreation**,recreation,selective_required_new
169,left,recycle**,recycle,selective_required_new
169,left,red,red,compulsory_baseline
169,left,reduce*,reduce,required_new
169,left,refer*,refer,required_new
169,left,reference**,reference,selective_required_new
169,left,reflect*,reflect,required_new
169,left,reform**,reform,selective_required_new
169,left,refresh**,refresh,selective_required_new
169,left,refuse,refuse,compulsory_baseline
169,left,regard*,regard,required_new
169,left,regardless**,regardless,selective_required_new
169,left,region*,region,required_new
169,left,register**,register,selective_required_new
169,left,regret,regret,compulsory_baseline
169,right,regular*,regular,required_new
169,right,reject**,reject,selective_required_new
169,right,relate**,relate,selective_required_new
169,right,relationship,relationship,compulsory_baseline
169,right,relative,relative,compulsory_baseline
169,right,relax,relax,compulsory_baseline
169,right,relay**,relay,selective_required_new
169,right,release**,release,selective_required_new
169,right,relevant**,relevant,selective_required_new
169,right,reliable**,reliable,selective_required_new
169,right,relief*,relief,required_new
169,right,rely**,rely,selective_required_new
169,right,remain,remain,compulsory_baseline
169,right,remarkable**,remarkable,selective_required_new
169,right,remember,remember,compulsory_baseline
169,right,remind*,remind,required_new
169,right,remote**,remote,selective_required_new
169,right,remove*,remove,required_new
169,right,rent**,rent,selective_required_new
169,right,repair,repair,compulsory_baseline
169,right,repeat,repeat,compulsory_baseline
169,right,replace*,replace,required_new
169,right,reply,reply,compulsory_baseline
169,right,report,report,compulsory_baseline
169,right,represent*,represent,required_new
169,right,representative**,representative,selective_required_new
169,right,republic*,republic,required_new
169,right,reputation**,reputation,selective_required_new
170,left,request*,request,required_new
170,left,require,require,compulsory_baseline
170,left,rescue**,rescue,selective_required_new
170,left,research,research,compulsory_baseline
170,left,reserve**,reserve,selective_required_new
170,left,resident**,resident,selective_required_new
170,left,resign**,resign,selective_required_new
170,left,resistance**,resistance,selective_required_new
170,left,resolution**,resolution,selective_required_new
170,left,resolve**,resolve,selective_required_new
170,left,resource*,resource,required_new
170,left,respect*,respect,required_new
170,left,respective**,respective,selective_required_new
170,left,respond*,respond,required_new
170,left,response*,response,required_new
170,left,responsibility**,responsibility,selective_required_new
170,left,responsible*,responsible,required_new
170,left,rest,rest,compulsory_baseline
170,left,restaurant,restaurant,compulsory_baseline
170,left,restore**,restore,selective_required_new
170,left,restrict**,restrict,selective_required_new
170,left,result,result,compulsory_baseline
170,left,retire*,retire,required_new
170,left,return,return,compulsory_baseline
