pdf_page,cet_level,raw_family
129,CET-6,stereotype
129,CET-6,stern
129,CET-6,steward(ess)
129,CET-4,stick１
129,CET-4,stick２
129,CET-4,stiff stiffen
129,CET-6,stifle
129,CET-6,stigma
129,CET-4,still１
129,CET-4,still２
129,CET-4,stimulate stimulation stimulus stimulant
129,CET-4,sting
129,CET-6,stipulate stipulation
129,CET-4,stir
129,CET-6,stitch
129,CET-4,stock
130,CET-4,stocking
130,CET-4,stomach
130,CET-4,stone stony
130,CET-4,stool
130,CET-6,stoop
130,CET-4,stop stoppage
130,CET-4,store１
130,CET-4,store２
130,CET-4,storm stormy
130,CET-4,story１
130,CET-4,stor(e)y２
130,CET-6,stout
130,CET-4,stove
130,CET-4,straight straighten
130,CET-4,straightforward
130,CET-4,strain１
130,CET-4,strain２
130,CET-6,strait
130,CET-6,strand
130,CET-4,strange stranger
130,CET-6,strangle
130,CET-4,strap
130,CET-4,strategy strategic
130,CET-4,straw
130,CET-6,stray
130,CET-6,streak
130,CET-4,stream
130,CET-6,streamline
130,CET-4,street
130,CET-4,stress stressful
130,CET-4,stretch
130,CET-4,strict
130,CET-4,stride
130,CET-4,strike striking
130,CET-4,string
130,CET-4,strip
130,CET-4,stripe
130,CET-4,strive
130,CET-4,stroke１
130,CET-4,stroke２
130,CET-6,stroll
130,CET-4,strong strength strengthen
131,CET-4,structure structural
131,CET-4,struggle
131,CET-6,stubborn
131,CET-4,student
131,CET-4,studio
131,CET-4,study
131,CET-4,stuff stuffy stuffing
131,CET-6,stumble
131,CET-6,stump
131,CET-6,stun stunning
131,CET-4,stupid stupidity
131,CET-6,sturdy
131,CET-4,style stylish
131,CET-4,subject１
131,CET-4,subject２
131,CET-4,subjective
131,CET-6,submarine
131,CET-6,submerge
131,CET-4,submit submission submissive
131,CET-6,subordinate subordination
131,CET-6,subscribe subscription subscriber
131,CET-4,subsequent
131,CET-6,subsidy subsidize/Ｇise
131,CET-6,subsistence
131,CET-4,substance substantial
131,CET-4,substitute substitution
131,CET-6,subtle subtlety
131,CET-4,subtract subtraction
131,CET-4,suburb suburban
131,CET-4,subway
131,CET-4,succeed successor succession successive
131,CET-4,success successful
131,CET-4,such
131,CET-4,suck
131,CET-4,sudden suddenly
131,CET-6,sue
131,CET-4,suffer suffering
131,CET-6,suffice
131,CET-4,sufficient
131,CET-4,sugar
131,CET-4,suggest suggestion suggestive
131,CET-6,suicide suicidal
132,CET-4,suit１
132,CET-4,suit２
132,CET-4,suitcase
132,CET-6,suite
132,CET-6,sulfur/sulphur
132,CET-4,sum
132,CET-4,summary summarize/Ｇise
132,CET-4,summer
132,CET-4,summit
132,CET-6,summon
132,CET-4,sun sunny
132,CET-4,Sunday
132,CET-4,sunlight
132,CET-4,sunrise
132,CET-4,sunset
132,CET-4,sunshine
132,CET-4,super
132,CET-4,superb
132,CET-4,superficial
132,CET-6,superintendent
132,CET-4,superior superiority
132,CET-4,supermarket
132,CET-6,superstition superstitious
132,CET-4,supervise supervision supervisor
132,CET-4,supper
132,CET-4,supplement supplementary
132,CET-4,supply supplier
132,CET-4,support supportive supporter
132,CET-4,suppose supposition supposedly
132,CET-6,suppress suppression suppressive
132,CET-4,supreme supremacy
132,CET-4,sure
132,CET-4,surf surfing
132,CET-4,surface
132,CET-4,surge
132,CET-4,surgery surgical surgeon
132,CET-4,surname
132,CET-6,surpass
132,CET-4,surplus
132,CET-4,surprise
132,CET-4,surrender
132,CET-4,surround surroundings
133,CET-6,surveillance
133,CET-4,survey
133,CET-4,survive survival survivor
133,CET-6,susceptible
133,CET-4,suspect
133,CET-4,suspend suspension suspense
133,CET-4,suspicion suspicious
133,CET-4,sustain sustainable sustainability
133,CET-4,swallow１
133,CET-4,swallow２
133,CET-6,swamp
133,CET-6,swap
133,CET-4,sway
133,CET-4,swear
133,CET-4,sweat sweater
133,CET-4,sweep
133,CET-4,sweet
133,CET-4,swell
133,CET-4,swift
133,CET-4,swim swimming swimmer
133,CET-4,swing
133,CET-4,swipe
133,CET-4,switch
133,CET-4,sword
133,CET-4,symbol symbolic(al)
133,CET-6,symmetry symmetric(al)
133,CET-4,sympathy sympathetic sympathize/Ｇise
133,CET-6,symphony
133,CET-6,symposium
133,CET-4,symptom
133,CET-6,syndicate
133,CET-6,syndrome
133,CET-6,synonym
133,CET-6,synthesis synthetic synthesize/Ｇise
133,CET-4,system systematic systematically
133,CET-4,table
133,CET-4,tablet
133,CET-6,taboo
133,CET-6,tack
133,CET-4,tackle
133,CET-6,tact tactful
133,CET-6,tactic
134,CET-4,tag
134,CET-4,tail
134,CET-4,tailor
134,CET-4,take
134,CET-4,takeoff
134,CET-4,tale
134,CET-4,talent talented
134,CET-4,talk talkative
134,CET-4,tall
134,CET-4,tame
134,CET-6,tan
134,CET-4,tangible
134,CET-6,tangle
134,CET-4,tank
134,CET-6,tanker
134,CET-4,tap
134,CET-4,tape
134,CET-4,target
134,CET-6,tariff
134,CET-4,task
134,CET-4,taste tasty
134,CET-4,tax taxation
134,CET-4,taxi
134,CET-4,tea
134,CET-4,teach teacher teaching
134,CET-4,team
134,CET-4,tear１
134,CET-4,tear２
134,CET-6,tease
134,CET-4,technical technician
134,CET-4,technique
134,CET-4,technology/tech technological
134,CET-4,tedious
134,CET-4,teen
134,CET-4,teenager
134,CET-4,telecommunications
134,CET-4,telephone/phone
134,CET-4,telescope telescopic
134,CET-4,television/TV
134,CET-4,tell telling
134,CET-4,teller
134,CET-4,temper
135,CET-6,temperament
135,CET-4,temperature
135,CET-4,temple
135,CET-6,tempo
135,CET-6,temporal
135,CET-4,temporary temporarily
135,CET-6,tempt temptation
135,CET-4,ten
135,CET-6,tenant
135,CET-4,tend tendency
135,CET-4,tender
135,CET-4,tennis
135,CET-4,tense１
135,CET-4,tense２
135,CET-4,tent
135,CET-6,tentative
135,CET-6,tenure
135,CET-4,term
135,CET-4,terminal
135,CET-6,terminate termination
135,CET-6,terrace
135,CET-6,terrain
135,CET-4,terrible terribly
135,CET-4,terrific
135,CET-4,territory territorial
135,CET-4,terror terrify terrorism terrorist
135,CET-6,tertiary
135,CET-4,test
135,CET-6,testify
135,CET-6,testimony
135,CET-4,text
135,CET-4,textbook
135,CET-4,textile
135,CET-6,texture
135,CET-4,than
135,CET-4,thank thankful
135,CET-4,Thanksgiving
135,CET-4,that
135,CET-4,the
135,CET-4,theater/Ｇtre theatrical
135,CET-4,theft
135,CET-4,their
136,CET-4,theirs
136,CET-4,them
136,CET-4,theme
136,CET-4,themselves
136,CET-4,then
136,CET-4,theory theoretical
136,CET-4,therapy therapist therapeutic(al)
136,CET-4,there
136,CET-4,thereby
136,CET-4,therefore
136,CET-6,thermal
136,CET-4,thermometer
136,CET-4,these
136,CET-4,thesis
136,CET-4,they
136,CET-4,thick
136,CET-4,thief
136,CET-6,thigh
136,CET-4,thin
136,CET-4,thing
136,CET-4,think thinking
136,CET-4,third
136,CET-4,thirst thirsty
136,CET-4,thirteen
136,CET-4,thirty
136,CET-4,this
136,CET-6,thorn thorny
136,CET-4,thorough
136,CET-4,those
136,CET-4,though
136,CET-4,thought thoughtful
136,CET-4,thousand
136,CET-4,thread
136,CET-4,threat threaten
136,CET-4,three
136,CET-6,threshold
136,CET-6,thrift thrifty
136,CET-6,thrill thriller
136,CET-4,thrive
136,CET-4,throat
136,CET-6,throne
136,CET-4,through
137,CET-4,throughout
137,CET-4,throw
137,CET-4,thrust
137,CET-4,thumb
137,CET-4,thunder thunderous
137,CET-4,Thursday
137,CET-4,thus
137,CET-4,tick
137,CET-4,ticket
137,CET-6,tickle
137,CET-4,tide tidal
137,CET-4,tidy
137,CET-4,tie
137,CET-4,tiger tigress
137,CET-4,tight tighten
137,CET-6,tile
137,CET-4,till
137,CET-6,tilt
137,CET-4,timber
137,CET-4,time timely timing
137,CET-6,timid
137,CET-4,tin
137,CET-4,tiny
137,CET-4,tip
137,CET-4,tire tired tiring tireless tiresome
137,CET-4,tissue
137,CET-4,title
137,CET-4,to
137,CET-4,toast
137,CET-4,tobacco
137,CET-4,today
137,CET-4,toe
137,CET-4,together
137,CET-6,toil
137,CET-4,toilet
137,CET-4,token
137,CET-4,tolerate tolerance tolerant tolerable
137,CET-4,toll
137,CET-4,tomato
137,CET-4,tomorrow
137,CET-4,ton tonnage
137,CET-4,tone
138,CET-4,tongue
138,CET-4,tonight
138,CET-4,too
138,CET-4,tool
138,CET-4,tooth
138,CET-4,top
138,CET-4,topic topical
138,CET-6,topple
138,CET-4,torch
138,CET-6,tornado
138,CET-4,torture
138,CET-4,toss
138,CET-4,total
138,CET-4,touch
138,CET-4,tough
138,CET-4,tour tourism tourist
138,CET-6,tournament
138,CET-6,tow
138,CET-4,toward(s)
138,CET-4,towel
138,CET-4,tower
138,CET-4,town township
138,CET-6,toxic
138,CET-4,toy
138,CET-4,trace
138,CET-4,track
138,CET-6,tract
138,CET-4,tractor
138,CET-4,trade
138,CET-4,trademark
138,CET-4,tradition traditional
138,CET-4,traffic trafficking
138,CET-4,tragedy tragic tragically
138,CET-4,trail trailer
138,CET-4,train trainer trainee training
138,CET-6,trait
138,CET-4,tram
138,CET-6,tranquil tranquility
138,CET-4,transaction
138,CET-6,transcend
138,CET-4,transcript
138,CET-4,transfer transference
139,CET-4,transform transformation
139,CET-6,transient
139,CET-6,transistor
139,CET-4,transit
139,CET-6,transition transitional
139,CET-4,translate translation translator
139,CET-4,transmit transmission transmitter
139,CET-4,transparent transparency
139,CET-4,transplant transplantation
139,CET-4,transport transportation
139,CET-4,trap
139,CET-4,trash
139,CET-6,trauma traumatic
139,CET-4,travel
139,CET-4,tray
139,CET-6,tread
139,CET-4,treasure
139,CET-6,treasury treasurer
139,CET-4,treat treatment
139,CET-4,treaty
139,CET-4,tree
139,CET-6,trek
139,CET-4,tremble
139,CET-4,tremendous
139,CET-6,trench
139,CET-4,trend
139,CET-4,trial
139,CET-4,triangle triangular
139,CET-6,tribe tribal
139,CET-6,tribune
139,CET-6,tribute
139,CET-4,trick tricky
139,CET-6,trickle
139,CET-4,trifle
139,CET-4,trigger
139,CET-6,trillion
139,CET-6,trim
139,CET-4,trip
139,CET-4,triple
139,CET-4,triumph triumphant
139,CET-6,trivial
139,CET-4,trolley
140,CET-4,troop
140,CET-6,trophy
140,CET-6,tropic tropical
140,CET-4,trouble troublesome
140,CET-4,trousers
140,CET-4,truck
140,CET-4,true truly
140,CET-6,trumpet
140,CET-4,trunk
140,CET-4,trust trustee
140,CET-4,truth truthful
140,CET-4,try trial trying
140,CET-6,tub
140,CET-4,tube
140,CET-6,tuck
140,CET-4,Tuesday
140,CET-6,tug
140,CET-4,tuition
140,CET-6,tumble
140,CET-4,tumo(u)r
140,CET-4,tune
140,CET-4,tunnel
140,CET-6,turbulent turbulence
140,CET-4,turkey
140,CET-6,turmoil
140,CET-4,turn
140,CET-6,turnout
140,CET-6,turnover
140,CET-6,turtle
140,CET-4,tutor tutorial
140,CET-4,twelve twelfth
140,CET-4,twenty twentieth
140,CET-4,twice
140,CET-4,twin
140,CET-4,twist
140,CET-4,two
140,CET-4,type typist
140,CET-4,typewriter
140,CET-4,typical
140,CET-4,tyre/tire
140,CET-4,ugly ugliness
140,CET-4,ultimate ultimately
141,CET-6,ultra
141,CET-4,umbrella
141,CET-6,unanimous
141,CET-4,uncertain uncertainty
141,CET-4,uncle
141,CET-4,uncover
141,CET-4,under
141,CET-4,underdeveloped
141,CET-4,underestimate
141,CET-4,undergo
141,CET-4,undergraduate
141,CET-4,underground
141,CET-6,underlie underlying
141,CET-4,underline
141,CET-4,undermine
141,CET-4,underneath
141,CET-4,understand understanding
141,CET-4,undertake undertaking
141,CET-4,underwear
141,CET-4,undo
141,CET-4,undoubtedly
141,CET-4,uneasy
141,CET-4,unemployed unemployment
141,CET-6,unfold
141,CET-4,uniform uniformity
141,CET-6,unify unification
141,CET-6,unilateral
141,CET-4,union
141,CET-4,unique
141,CET-4,unit
141,CET-4,unite unity
141,CET-4,universe universal
141,CET-4,university
141,CET-6,unleash
141,CET-4,unless
141,CET-6,unprecedented
141,CET-4,until
141,CET-6,unveil
141,CET-4,up
141,CET-4,update
141,CET-4,upgrade
141,CET-6,uphold
142,CET-4,upload
142,CET-4,upon
142,CET-4,upper
142,CET-4,upright
142,CET-6,uprising
142,CET-4,upset
142,CET-4,upstairs
142,CET-4,upＧtoＧdate
142,CET-4,upward upwards
142,CET-6,uranium
142,CET-4,urban urbanize/Ｇise urbanization/Ｇsation
142,CET-4,urge
142,CET-4,urgent urgency
142,CET-6,urine urinate
142,CET-4,us
142,CET-4,usage
142,CET-4,use user useful useless
142,CET-4,used
142,CET-4,usual usually
142,CET-4,utility
142,CET-4,utilize/Ｇise utilization/Ｇsation
142,CET-4,utmost
142,CET-4,utter１
142,CET-4,utter２
142,CET-4,vacant vacancy
142,CET-4,vacation
142,CET-6,vaccine vaccinate vaccination
142,CET-4,vacuum
142,CET-4,vague
142,CET-4,vain vanity
142,CET-4,valid validate validity
142,CET-4,valley
142,CET-4,value valuable
142,CET-6,valve
142,CET-4,van
142,CET-4,vanish
142,CET-4,vapo(u)r
142,CET-4,various variety
142,CET-4,vary variation variable variant
142,CET-4,vast
142,CET-4,vegetable vegetarian
142,CET-6,vegetation
143,CET-4,vehicle
143,CET-4,veil
143,CET-6,vein
143,CET-6,velocity
143,CET-6,velvet
143,CET-4,vendor
143,CET-6,vent
143,CET-6,ventilate ventilation
143,CET-4,venture
143,CET-6,venue
143,CET-4,verb verbal
143,CET-6,verdict
143,CET-6,verge
143,CET-4,verify verification
143,CET-6,versatile
143,CET-6,verse
143,CET-4,version
143,CET-4,versus
143,CET-4,vertical
143,CET-4,very
143,CET-4,vessel
143,CET-6,vest
143,CET-4,veteran
143,CET-4,veto
143,CET-4,via
143,CET-6,viable
143,CET-6,vibrate vibration
143,CET-6,vice
143,CET-6,vicinity
143,CET-6,vicious
143,CET-4,victim victimize
143,CET-4,victory victorious
143,CET-4,video
143,CET-4,view
143,CET-4,viewpoint
143,CET-4,vigor vigorous
143,CET-4,village villager
143,CET-4,vinegar
143,CET-4,violate violation
143,CET-4,violent violence
143,CET-4,violin violinist
143,CET-6,virgin virginity
144,CET-4,virtual virtually
144,CET-4,virtue virtuous
144,CET-4,virus
144,CET-4,visa
144,CET-4,visible visibility
144,CET-4,vision visionary
144,CET-4,visit visitor
144,CET-4,visual visualize/Ｇise
144,CET-4,vital vitality
144,CET-4,vitamin
144,CET-4,vivid
144,CET-4,vocabulary
144,CET-6,vocal
144,CET-4,vocation vocational
144,CET-6,vogue
144,CET-4,voice
144,CET-6,void
144,CET-6,volatile volatility
144,CET-4,volcano volcanic
144,CET-4,volleyball
144,CET-4,volt voltage
144,CET-4,volume voluminous
144,CET-4,volunteer voluntary
144,CET-4,vote voter
144,CET-6,voucher
144,CET-6,vow
144,CET-4,voyage
144,CET-6,vulgar
144,CET-4,vulnerable vulnerability
144,CET-4,wage
144,CET-4,wag(g)on
144,CET-4,waist
144,CET-4,wait waiter/waitress
144,CET-6,waive waiver
144,CET-4,wake waken
144,CET-4,walk
144,CET-4,wall
144,CET-4,wallet
144,CET-4,wander
144,CET-4,want
144,CET-4,war
144,CET-4,ward
145,CET-6,wardrobe
145,CET-4,ware
145,CET-4,warehouse
145,CET-4,warfare
145,CET-4,warm warmth
145,CET-4,warn warning
145,CET-6,warrant
145,CET-6,warranty
145,CET-4,warrior
145,CET-4,wary
145,CET-4,wash washing
145,CET-4,waste wasteful
145,CET-4,watch watchful
145,CET-4,water
145,CET-4,waterproof
145,CET-4,watertight
145,CET-6,watt
145,CET-4,wave wavy
145,CET-4,wax
145,CET-4,way
145,CET-4,we
145,CET-4,weak weaken weakness
145,CET-4,wealth wealthy
145,CET-4,weapon
145,CET-4,wear
145,CET-6,weary weariness
145,CET-4,weather
145,CET-4,weave
145,CET-4,web
145,CET-4,webcast
145,CET-4,website
145,CET-4,wed wedding
145,CET-6,wedge
145,CET-4,Wednesday
145,CET-4,weed
145,CET-4,week weekly
145,CET-4,weekday
145,CET-4,weekend
145,CET-4,weep
145,CET-4,weigh weight
145,CET-4,weird
145,CET-4,welcome
146,CET-4,welfare
146,CET-4,well１
146,CET-4,well２
146,CET-4,wellＧbeing
146,CET-4,wellＧknown
146,CET-4,wellＧoff
146,CET-4,west western westerner
146,CET-4,wet
146,CET-4,whale
146,CET-6,wharf
146,CET-4,what whatever whatsoever
146,CET-4,wheat
146,CET-4,wheel
146,CET-4,when whenever
146,CET-4,where wherever
146,CET-6,whereabouts
146,CET-4,whereas
146,CET-6,whereby
146,CET-4,whether
146,CET-4,which whichever
146,CET-4,while/whilst
146,CET-4,whip
146,CET-6,whirl
146,CET-4,whisky
146,CET-4,whisper
146,CET-4,whistle
146,CET-4,white
146,CET-4,who whoever
146,CET-4,whole wholly
146,CET-6,wholesale
146,CET-6,wholesome
146,CET-4,whom
146,CET-4,whose
146,CET-4,why
146,CET-6,wicked
146,CET-4,wide width widen
146,CET-4,widespread
146,CET-4,widow widower
146,CET-6,wield
146,CET-4,wife
146,CET-4,wild
146,CET-4,wilderness
147,CET-4,wildlife
147,CET-4,will willing willingness
147,CET-4,willpower
147,CET-4,win winner
147,CET-4,wind１
147,CET-4,wind２
147,CET-4,window
147,CET-4,wine winery
147,CET-4,wing
147,CET-6,wink
147,CET-4,winter
147,CET-4,wipe
147,CET-4,wire wireless
147,CET-4,wise wisdom
147,CET-4,wish
147,CET-4,wit witty
147,CET-6,witch
147,CET-4,with
147,CET-4,withdraw withdrawal
147,CET-6,wither
147,CET-6,withhold
147,CET-4,within
147,CET-4,without
147,CET-4,withstand
147,CET-4,witness
147,CET-4,wolf
147,CET-4,woman
147,CET-4,wonder wonderful
147,CET-4,wood wooden
147,CET-4,wool wool(l)en
147,CET-4,word wording
147,CET-4,work worker
147,CET-4,workforce
147,CET-4,workout
147,CET-4,workshop
147,CET-4,world
147,CET-4,worldwide
147,CET-4,worm
147,CET-4,worry worried
147,CET-4,worse
147,CET-4,worship
147,CET-4,worst
148,CET-4,worth worthless
148,CET-4,worthwhile
148,CET-4,worthy worthiness
148,CET-4,would
148,CET-4,wound
148,CET-4,wrap wrapping
148,CET-4,wreck wreckage
148,CET-6,wrench
148,CET-6,wrestle wrestling
148,CET-6,wretched
148,CET-4,wrinkle
148,CET-4,wrist
148,CET-4,write writer writing
148,CET-4,wrong
148,CET-4,xＧray
148,CET-6,yacht
148,CET-4,yard
148,CET-6,yawn
148,CET-4,year yearly
148,CET-6,yearn yearning
148,CET-4,yell
148,CET-4,yellow
148,CET-4,yes yeah
148,CET-4,yesterday
148,CET-4,yet
148,CET-4,yield
148,CET-4,yoga
148,CET-4,yoghurt
148,CET-4,you
148,CET-4,young
148,CET-4,youngster
148,CET-4,your
148,CET-4,yours
148,CET-4,yourself yourselves
148,CET-4,youth youthful
148,CET-6,zeal zealous
148,CET-4,zero
148,CET-6,zigzag
148,CET-6,zip zipper
148,CET-4,zone
148,CET-4,zoo
148,CET-4,zoology zoological
149,CET-6,zoom
